,Data,Hora,DV(Direção do Vento) - °,DVG(Direção do Vento Global) - °,MP10(Partículas Inaláveis) - µg/m3,MP2.5(Partículas Inaláveis Finas) - µg/m3,NO(Monóxido de Nitrogênio) - µg/m3,NO2(Dióxido de Nitrogênio) - µg/m3,NOx(Óxidos de Nitrogênio) - ppb,O3(Ozônio) - µg/m3,PRESS(Pressão Atmosférica) - hPa,SO2(Dióxido de Enxofre) - µg/m3,TEMP(Temperatura do Ar) - °C,UR(Umidade Relativa do Ar) - %,RADUV(Radiação Ultra-violeta) - W/m2,VV(Velocidade do Vento) - m/s,DV(Direção do Vento) - ° - Guilherme Alvaro,DVG(Direção do Vento Global) - ° - Guilherme Alvaro,MP10(Partículas Inaláveis) - µg/m3 - Guilherme Alvaro,NOx(Óxidos de Nitrogênio) - ppb - Guilherme Alvaro,O3(Ozônio) - µg/m3 - Guilherme Alvaro,PRESS(Pressão Atmosférica) - hPa - Guilherme Alvaro,TEMP(Temperatura do Ar) - °C - Guilherme Alvaro,UR(Umidade Relativa do Ar) - % - Guilherme Alvaro,VV(Velocidade do Vento) - m/s - Guilherme Alvaro,RADG(Radiação Solar Global) - W/m2 - Guilherme Alvaro,RADUV(Radiação Ultra-violeta) - W/m2 - Guilherme Alvaro
3600,29/01/2021,01:00,39.0,36.0,34.0,36.0,,,,1.0,"998,4",2.0,"27,0",85.0,,"0,8","777,0","338,0","30,0",nan,"6,0","1007,9","26,5","98,0","0,0","0,0",nan
3601,29/01/2021,02:00,777.0,163.0,7.0,1.0,15.0,75.0,52.0,1.0,"998,0",1.0,"26,5",86.0,,"0,0","777,0","60,0","38,0",nan,"11,0","1007,2","26,0","100,0","0,0","0,0",nan
3602,29/01/2021,03:00,777.0,223.0,23.0,11.0,10.0,76.0,48.0,2.0,"997,9",1.0,"26,6",88.0,,"0,0","777,0","105,0","46,0",nan,"1,0","1007,2","26,4","100,0","0,0","0,0",nan
3603,29/01/2021,04:00,777.0,291.0,19.0,11.0,20.0,67.0,52.0,1.0,"997,9",,"26,6",89.0,,"0,0","777,0","26,0","35,0",nan,"1,0","1007,1","26,2","100,0","0,0","0,0",nan
3604,29/01/2021,05:00,48.0,44.0,26.0,12.0,99.0,50.0,107.0,1.0,"997,9",2.0,"26,1",91.0,,"0,8","328,0","349,0","23,0",nan,"1,0","1007,2","25,8","100,0","0,5","0,0",nan
3605,29/01/2021,06:00,49.0,44.0,38.0,34.0,95.0,49.0,104.0,,"998,3",6.0,"25,6",92.0,,"0,8","777,0","347,0","31,0",nan,nan,"1007,5","25,4","100,0","0,0","1,0",nan
3606,29/01/2021,07:00,218.0,207.0,23.0,14.0,28.0,35.0,41.0,9.0,"999,0",3.0,"26,9",90.0,,"1,1","888,0","214,0","45,0",nan,"16,0","1008,3","26,7","100,0","0,7","63,0",nan
3607,29/01/2021,08:00,303.0,285.0,9.0,11.0,0.0,7.0,4.0,24.0,"999,7",3.0,"29,3",74.0,,"0,9","80,0","62,0","8,0",nan,"22,0","1009,0","28,7","91,0","0,7","183,0",nan
3608,29/01/2021,09:00,241.0,231.0,12.0,6.0,0.0,3.0,2.0,30.0,"1000,1",1.0,"30,0",74.0,,"1,3","888,0","215,0","22,0",nan,"40,0","1009,5","29,2","86,0","0,6","276,0",nan
3609,29/01/2021,10:00,249.0,232.0,7.0,21.0,0.0,3.0,1.0,39.0,"1000,2",1.0,"31,7",70.0,,"1,2","130,0","143,0","4,0",nan,"55,0","1009,8","31,0","78,0","1,0","569,0",nan
3610,29/01/2021,11:00,137.0,137.0,17.0,32.0,0.0,14.0,7.0,52.0,"999,8",1.0,"32,9",62.0,,"1,3","146,0","142,0","5,0",nan,"71,0","1009,4","32,4","69,0","1,2","689,0",nan
3611,29/01/2021,12:00,134.0,137.0,21.0,33.0,0.0,12.0,6.0,56.0,"999,6",1.0,"32,7",65.0,,"1,9","139,0","150,0","19,0",nan,"70,0","1009,1","33,2","70,0","1,5","692,0",nan
3612,29/01/2021,13:00,129.0,135.0,22.0,20.0,1.0,13.0,7.0,44.0,"999,3",1.0,"31,7",71.0,,"1,8","150,0","140,0","31,0",nan,"74,0","1008,8","32,8","74,0","1,8","854,0",nan
3613,29/01/2021,14:00,147.0,153.0,9.0,8.0,0.0,5.0,3.0,44.0,"999,1",1.0,"31,1",73.0,,"2,1","149,0","147,0","15,0",nan,"61,0","1008,6","32,0","78,0","2,0","741,0",nan
3614,29/01/2021,15:00,127.0,141.0,7.0,3.0,0.0,9.0,5.0,48.0,"998,5",1.0,"31,9",67.0,,"1,8","136,0","137,0","15,0",nan,"66,0","1008,0","33,0","71,0","1,5","825,0",nan
3615,29/01/2021,16:00,122.0,126.0,13.0,4.0,0.0,7.0,4.0,60.0,"997,8",0.0,"31,7",67.0,,"2,3","118,0","121,0","19,0",nan,"73,0","1007,2","33,3","69,0","1,5","654,0",nan
3616,29/01/2021,17:00,123.0,130.0,15.0,8.0,0.0,10.0,5.0,58.0,"997,4",0.0,"32,0",65.0,,"1,5","115,0","121,0","23,0",nan,"75,0","1006,9","32,1","72,0","1,4","248,0",nan
3617,29/01/2021,18:00,119.0,109.0,7.0,0.0,0.0,5.0,3.0,63.0,"997,2",0.0,"31,0",66.0,,"1,6","111,0","120,0","29,0",nan,"81,0","1006,7","30,4","76,0","1,5","51,0",nan
3618,29/01/2021,19:00,113.0,100.0,7.0,0.0,0.0,18.0,9.0,50.0,"997,7",0.0,"29,5",70.0,,"1,3","115,0","117,0","25,0",nan,"70,0","1007,0","29,5","75,0","1,1","11,0",nan
3619,29/01/2021,20:00,27.0,36.0,13.0,2.0,0.0,18.0,9.0,43.0,"998,3",0.0,"28,8",73.0,,"1,0","102,0","101,0","35,0",nan,"65,0","1007,7","28,8","82,0","1,0","0,0",nan
3620,29/01/2021,21:00,777.0,69.0,12.0,8.0,0.0,14.0,8.0,48.0,"999,2",1.0,"28,7",72.0,,"0,0","115,0","119,0","23,0",nan,"37,0","1008,5","28,6","84,0","0,6","0,0",nan
3621,29/01/2021,22:00,145.0,156.0,17.0,9.0,9.0,62.0,40.0,13.0,"999,7",1.0,"28,3",73.0,,"0,7","777,0","77,0","34,0",nan,"10,0","1009,0","28,0","86,0","0,0","0,0",nan
3622,29/01/2021,23:00,777.0,124.0,25.0,22.0,14.0,70.0,49.0,5.0,"1000,1",1.0,"28,0",74.0,,"0,0","777,0","149,0","38,0",nan,"12,0","1009,4","27,7","93,0","0,0","0,0",nan
3623,29/01/2021,24:00,777.0,114.0,24.0,11.0,28.0,66.0,58.0,2.0,"1000,2",1.0,"27,6",78.0,,"0,0","777,0","312,0","21,0",nan,"15,0","1009,5","27,4","95,0","0,0","0,0",nan
3624,30/01/2021,01:00,140.0,102.0,50.0,52.0,,,,3.0,"999,9",1.0,"27,0",81.0,,"0,6","777,0","327,0","37,0",nan,"16,0","1009,2","27,3","99,0","0,0","0,0",nan
3625,30/01/2021,02:00,777.0,175.0,37.0,46.0,31.0,54.0,53.0,2.0,"999,6",2.0,"26,8",86.0,,"0,0","125,0","136,0","31,0",nan,"6,0","1009,1","27,3","100,0","0,6","0,0",nan
3626,30/01/2021,03:00,777.0,200.0,30.0,32.0,2.0,25.0,15.0,23.0,"999,7",1.0,"27,2",89.0,,"0,0","95,0","97,0","44,0",nan,"25,0","1009,2","27,3","100,0","0,5","0,0",nan
3627,30/01/2021,04:00,29.0,24.0,21.0,25.0,57.0,33.0,64.0,4.0,"999,6",,"26,9",91.0,,"0,8","777,0","28,0","21,0",nan,"1,0","1009,0","26,6","100,0","0,0","0,0",nan
3628,30/01/2021,05:00,777.0,39.0,31.0,31.0,54.0,45.0,67.0,2.0,"999,5",4.0,"26,3",92.0,,"0,0","777,0","62,0","16,0",nan,"1,0","1009,0","26,2","100,0","0,0","0,0",nan
3629,30/01/2021,06:00,777.0,27.0,38.0,34.0,64.0,39.0,73.0,,"999,9",6.0,"26,0",92.0,,"0,0","777,0","69,0","15,0",nan,nan,"1009,4","25,9","100,0","0,0","0,0",nan
3630,30/01/2021,07:00,14.0,14.0,33.0,29.0,65.0,40.0,74.0,1.0,"1000,3",9.0,"26,6",91.0,,"1,0","777,0","30,0","34,0",nan,"2,0","1009,8","26,5","100,0","0,0","41,0",nan
3631,30/01/2021,08:00,44.0,38.0,32.0,30.0,70.0,51.0,84.0,2.0,"1000,6",14.0,"29,1",80.0,,"0,9","777,0","105,0","19,0",nan,"4,0","1010,1","29,2","91,0","0,0","211,0",nan
3632,30/01/2021,09:00,55.0,52.0,36.0,8.0,49.0,58.0,71.0,9.0,"1000,7",6.0,"32,8",63.0,,"0,9","357,0","34,0","2,0",nan,"20,0","1010,4","33,5","66,0","0,5","522,0",nan
3633,30/01/2021,10:00,251.0,250.0,10.0,0.0,1.0,13.0,7.0,46.0,"1000,7",6.0,"34,6",50.0,,"1,7","148,0","149,0","4,0",nan,"70,0","1010,2","34,2","54,0","1,3","735,0",nan
3634,30/01/2021,11:00,135.0,143.0,13.0,0.0,1.0,23.0,13.0,69.0,"1000,3",3.0,"34,7",54.0,,"1,6","149,0","146,0","28,0",nan,"82,0","1009,7","35,1","53,0","1,3","827,0",nan
3635,30/01/2021,12:00,147.0,149.0,32.0,11.0,0.0,11.0,6.0,82.0,"999,8",1.0,"34,2",60.0,,"2,1","157,0","149,0","50,0",nan,"125,0","1009,2","35,6","58,0","1,8","969,0",nan
3636,30/01/2021,13:00,135.0,142.0,18.0,12.0,0.0,7.0,4.0,74.0,"999,5",1.0,"32,7",65.0,,"2,1","145,0","137,0","37,0",nan,"124,0","1009,0","34,9","61,0","1,8","967,0",nan
3637,30/01/2021,14:00,124.0,133.0,17.0,2.0,0.0,7.0,4.0,68.0,"999,3",0.0,"32,8",66.0,,"2,0","155,0","144,0","21,0",nan,"113,0","1008,8","34,4","61,0","1,9","968,0",nan
3638,30/01/2021,15:00,122.0,129.0,5.0,2.0,0.0,3.0,2.0,53.0,"999,1",0.0,"33,4",61.0,,"1,9","154,0","158,0","15,0",nan,"99,0","1008,6","34,3","58,0","1,5","842,0",nan
3639,30/01/2021,16:00,119.0,126.0,10.0,6.0,6.0,11.0,11.0,47.0,"998,9",0.0,"33,6",60.0,,"1,8","143,0","147,0","6,0",nan,"112,0","1008,3","34,6","53,0","1,5","628,0",nan
3640,30/01/2021,17:00,131.0,143.0,21.0,,0.0,7.0,4.0,57.0,"998,9",1.0,"32,6",62.0,,"1,8","146,0","140,0","33,0",nan,"91,0","1008,3","33,7","58,0","1,4","298,0",nan
3641,30/01/2021,18:00,124.0,134.0,28.0,,0.0,13.0,7.0,66.0,"999,2",1.0,"31,4",67.0,,"1,5","138,0","134,0","18,0",nan,"93,0","1008,7","31,6","66,0","1,2","64,0",nan
3642,30/01/2021,19:00,126.0,114.0,23.0,,0.0,9.0,5.0,76.0,"999,5",1.0,"29,9",69.0,,"1,2","125,0","125,0","9,0",nan,"78,0","1009,0","30,3","70,0","1,0","3,0",nan
3643,30/01/2021,20:00,104.0,89.0,17.0,19.0,0.0,25.0,13.0,61.0,"999,8",1.0,"29,7",69.0,,"0,9","135,0","127,0","23,0",nan,"56,0","1009,3","29,7","75,0","0,7","0,0",nan
3644,30/01/2021,21:00,68.0,66.0,20.0,20.0,0.0,23.0,12.0,63.0,"1000,1",1.0,"29,4",69.0,,"0,8","137,0","113,0","23,0",nan,"75,0","1009,6","29,2","79,0","0,6","0,0",nan
3645,30/01/2021,22:00,33.0,350.0,23.0,24.0,0.0,52.0,28.0,30.0,"1000,5",2.0,"29,1",74.0,,"0,8","777,0","134,0","27,0",nan,"67,0","1010,0","28,8","85,0","0,0","0,0",nan
3646,30/01/2021,23:00,244.0,284.0,21.0,18.0,4.0,33.0,21.0,43.0,"1001,0",2.0,"28,8",76.0,,"0,9","777,0","317,0","31,0",nan,"51,0","1010,5","28,7","90,0","0,0","0,0",nan
3647,30/01/2021,24:00,209.0,199.0,31.0,27.0,23.0,55.0,48.0,10.0,"1000,8",2.0,"28,5",82.0,,"0,8","318,0","318,0","39,0",nan,"17,0","1010,3","28,1","95,0","0,5","0,0",nan
3648,31/01/2021,01:00,777.0,38.0,22.0,8.0,,,,9.0,"1000,2",1.0,"28,1",85.0,,"0,0","777,0","334,0","23,0",nan,"16,0","1009,9","27,9","97,0","0,0","0,0",nan
3649,31/01/2021,02:00,49.0,73.0,27.0,13.0,51.0,47.0,66.0,1.0,"999,9",3.0,"27,6",87.0,,"0,8","777,0","348,0","28,0",nan,"1,0","1009,3","27,5","98,0","0,0","0,0",nan
3650,31/01/2021,03:00,777.0,37.0,18.0,6.0,39.0,47.0,56.0,1.0,"999,5",2.0,"27,0",89.0,,"0,0","777,0","40,0","41,0",nan,"2,0","1008,8","27,1","100,0","0,0","0,0",nan
3651,31/01/2021,04:00,777.0,23.0,26.0,25.0,47.0,44.0,61.0,1.0,"999,4",,"26,6",90.0,,"0,0","777,0","101,0","26,0",nan,"3,0","1008,6","26,7","100,0","0,0","0,0",nan
3652,31/01/2021,05:00,777.0,34.0,18.0,9.0,32.0,44.0,49.0,1.0,"999,5",4.0,"26,4",90.0,,"0,0","777,0","46,0","23,0",nan,"1,0","1008,8","26,4","100,0","0,0","0,0",nan
3653,31/01/2021,06:00,777.0,25.0,29.0,25.0,20.0,47.0,41.0,,"999,7",3.0,"26,4",90.0,,"0,0","777,0","3,0","29,0",nan,nan,"1009,0","26,2","100,0","0,0","0,0",nan
3654,31/01/2021,07:00,18.0,20.0,20.0,16.0,27.0,46.0,46.0,2.0,"1000,1",5.0,"26,9",88.0,,"1,0","777,0","10,0","24,0",nan,"9,0","1009,3","26,7","100,0","0,0","32,0",nan
3655,31/01/2021,08:00,48.0,46.0,16.0,4.0,20.0,44.0,40.0,,"999,9",3.0,"29,1",78.0,,"1,0","333,0","353,0","24,0",nan,"12,0","1009,3","29,6","87,0","0,6","275,0",nan
3656,31/01/2021,09:00,888.0,242.0,21.0,,10.0,42.0,30.0,,"1000,1",21.0,"33,2",59.0,,"0,7","134,0","141,0","3,0",nan,"45,0","1009,4","33,7","61,0","0,8","531,0",nan
3657,31/01/2021,10:00,246.0,239.0,29.0,,2.0,22.0,13.0,56.0,"1000,1",16.0,"35,2",51.0,,"1,4","145,0","157,0","22,0",nan,"92,0","1009,6","35,3","52,0","1,2","747,0",nan
3658,31/01/2021,11:00,228.0,200.0,28.0,,0.0,12.0,6.0,81.0,"1000,0",10.0,"35,9",49.0,,"1,3","142,0","160,0","22,0",nan,"101,0","1009,6","34,9","54,0","1,1","853,0",nan
3659,31/01/2021,12:00,175.0,174.0,25.0,29.0,0.0,10.0,6.0,75.0,"999,8",6.0,"35,6",49.0,,"1,5","153,0","155,0","19,0",nan,"91,0","1009,4","34,2","57,0","1,2","854,0",nan
3660,31/01/2021,13:00,174.0,177.0,17.0,16.0,0.0,10.0,5.0,78.0,"999,7",3.0,"33,6",60.0,,"1,3","149,0","148,0","46,0",nan,"107,0","1009,4","31,5","79,0","1,6","287,0",nan
3661,31/01/2021,14:00,109.0,153.0,22.0,18.0,0.0,7.0,4.0,72.0,"999,2",2.0,"33,0",62.0,,"1,0","888,0","130,0","62,0",nan,"96,0","1008,8","32,5","75,0","0,6","673,0",nan
3662,31/01/2021,15:00,155.0,161.0,13.0,12.0,1.0,20.0,12.0,59.0,"998,8",2.0,"33,8",57.0,,"1,3","140,0","146,0","14,0",nan,"84,0","1008,4","33,5","64,0","1,1","379,0",nan
3663,31/01/2021,16:00,189.0,162.0,17.0,11.0,0.0,11.0,6.0,57.0,"998,1",1.0,"33,0",60.0,,"1,1","142,0","162,0","38,0",nan,"82,0","1007,8","32,0","73,0","0,9","200,0",nan
3664,31/01/2021,17:00,126.0,133.0,13.0,0.0,0.0,14.0,8.0,58.0,"997,4",1.0,"31,9",63.0,,"1,2","132,0","148,0","17,0",nan,"69,0","1007,2","31,6","74,0","0,8","90,0",nan
3665,31/01/2021,18:00,46.0,60.0,11.0,0.0,0.0,21.0,11.0,49.0,"997,4",1.0,"31,1",69.0,,"0,9","888,0","49,0","33,0",nan,"71,0","1007,0","30,6","80,0","0,4","35,0",nan
3666,31/01/2021,19:00,45.0,43.0,20.0,13.0,0.0,24.0,13.0,36.0,"997,8",1.0,"30,3",74.0,,"1,4","94,0","96,0","37,0",nan,"67,0","1007,1","29,8","86,0","0,8","8,0",nan
3667,31/01/2021,20:00,41.0,32.0,9.0,0.0,0.0,28.0,15.0,36.0,"998,2",1.0,"29,9",71.0,,"1,0","343,0","48,0","30,0",nan,"56,0","1007,6","29,6","88,0","0,4","0,0",nan
3668,31/01/2021,21:00,777.0,53.0,17.0,18.0,0.0,38.0,20.0,27.0,"999,0",1.0,"29,9",70.0,,"0,0","125,0","135,0","12,0",nan,"36,0","1008,4","29,8","82,0","0,6","0,0",nan
3669,31/01/2021,22:00,6.0,341.0,24.0,13.0,1.0,50.0,27.0,16.0,"999,7",1.0,"28,9",75.0,,"1,1","336,0","349,0","32,0",nan,"22,0","1009,1","29,5","84,0","0,7","0,0",nan
3670,31/01/2021,23:00,8.0,353.0,22.0,21.0,0.0,22.0,12.0,21.0,"1000,6",1.0,"27,1",84.0,,"1,4","331,0","339,0","30,0",nan,"31,0","1010,0","28,4","88,0","1,0","0,0",nan
3671,31/01/2021,24:00,34.0,30.0,11.0,13.0,5.0,47.0,29.0,7.0,"1000,5",1.0,"26,9",82.0,,"1,0","317,0","330,0","5,0",nan,"34,0","1009,8","27,3","86,0","0,8","0,0",nan
3672,01/02/2021,01:00,41.0,39.0,11.0,33.0,,,,12.0,"1000,2",1.0,"26,2",86.0,,"1,4","101,0","114,0","17,0",nan,"41,0","1009,4","26,6","93,0","0,8","0,0",nan
3673,01/02/2021,02:00,27.0,25.0,5.0,28.0,5.0,37.0,23.0,8.0,"999,6",1.0,"25,8",88.0,,"1,0","125,0","102,0","5,0",nan,"40,0","1008,9","26,0","98,0","0,8","0,0",nan
3674,01/02/2021,03:00,43.0,41.0,15.0,22.0,8.0,43.0,29.0,5.0,"998,9",1.0,"25,9",86.0,,"1,1","112,0","109,0","1,0",nan,"34,0","1008,3","26,1","98,0","0,8","0,0",nan
3675,01/02/2021,04:00,777.0,34.0,15.0,12.0,18.0,38.0,34.0,6.0,"998,5",,"25,8",86.0,,"0,0","320,0","326,0","0,0",nan,"15,0","1008,0","26,2","97,0","0,7","0,0",nan
3676,01/02/2021,05:00,50.0,50.0,15.0,16.0,23.0,36.0,38.0,2.0,"998,1",2.0,"25,8",88.0,,"0,9","323,0","333,0","0,0",nan,"26,0","1007,5","26,9","89,0","0,7","0,0",nan
3677,01/02/2021,06:00,777.0,48.0,15.0,15.0,47.0,32.0,55.0,,"998,4",3.0,"25,8",90.0,,"0,0","302,0","302,0","2,0",nan,nan,"1007,8","27,2","82,0","0,8","0,0",nan
3678,01/02/2021,07:00,777.0,304.0,17.0,8.0,33.0,33.0,44.0,4.0,"999,1",2.0,"26,8",87.0,,"0,0","299,0","305,0","3,0",nan,"27,0","1008,6","27,6","78,0","1,0","49,0",nan
3679,01/02/2021,08:00,360.0,357.0,6.0,9.0,9.0,30.0,23.0,17.0,"999,6",2.0,"28,8",67.0,,"1,0","302,0","308,0","5,0",nan,"29,0","1009,2","28,4","72,0","1,0","106,0",nan
3680,01/02/2021,09:00,25.0,21.0,2.0,0.0,34.0,44.0,50.0,7.0,"999,9",2.0,"30,5",62.0,,"1,1","322,0","329,0","1,0",nan,"27,0","1009,5","30,5","62,0","0,8","339,0",nan
3681,01/02/2021,10:00,888.0,172.0,6.0,0.0,20.0,40.0,37.0,21.0,"999,9",3.0,"35,2",46.0,,"0,9","318,0","316,0","6,0",nan,"36,0","1009,7","35,1","48,0","0,8","733,0",nan
3682,01/02/2021,11:00,240.0,232.0,15.0,5.0,6.0,40.0,26.0,36.0,"999,8",2.0,"35,9",44.0,,"1,4","144,0","149,0","17,0",nan,"66,0","1009,4","35,9","43,0","1,4","703,0",nan
3683,01/02/2021,12:00,196.0,168.0,,,1.0,24.0,12.0,60.0,"999,4",1.0,"34,4",52.0,,"1,2","156,0","149,0","45,0",nan,"96,0","1008,9","34,6","45,0","1,3","466,0",nan
3684,01/02/2021,13:00,126.0,138.0,,,0.0,17.0,9.0,60.0,"999,0",1.0,"33,2",59.0,,"1,7","149,0","148,0","36,0",nan,"97,0","1008,6","33,8","54,0","1,5","456,0",nan
3685,01/02/2021,14:00,202.0,196.0,,,0.0,12.0,6.0,67.0,"998,6",1.0,"34,1",57.0,,"1,5","155,0","158,0","43,0",nan,"78,0","1008,2","32,5","62,0","1,5","566,0",nan
3686,01/02/2021,15:00,319.0,312.0,,,0.0,14.0,7.0,76.0,"999,3",1.0,"30,7",58.0,,"2,0","302,0","303,0","23,0",nan,"100,0","1008,9","29,6","63,0","2,1","93,0",nan
3687,01/02/2021,16:00,18.0,17.0,,,7.0,63.0,39.0,30.0,"998,8",2.0,"28,0",68.0,,"1,5","322,0","329,0","29,0",nan,"68,0","1008,1","27,0","80,0","1,0","58,0",nan
3688,01/02/2021,17:00,42.0,39.0,,,1.0,29.0,16.0,38.0,"998,3",2.0,"27,7",75.0,,"1,3","68,0","39,0","25,0",nan,"28,0","1007,6","27,1","91,0","0,8","103,0",nan
3689,01/02/2021,18:00,44.0,49.0,,,2.0,27.0,16.0,34.0,"998,3",2.0,"28,6",74.0,,"1,5","90,0","99,0","21,0",nan,"34,0","1007,6","27,6","89,0","0,9","80,0",nan
3690,01/02/2021,19:00,38.0,50.0,,,1.0,32.0,18.0,33.0,"998,7",2.0,"28,8",69.0,,"1,2","115,0","114,0","6,0",nan,"33,0","1008,2","27,8","86,0","0,7","14,0",nan
3691,01/02/2021,20:00,88.0,89.0,,,0.0,34.0,18.0,28.0,"999,1",1.0,"28,0",71.0,,"0,8","110,0","112,0","1,0",nan,"29,0","1008,6","28,1","80,0","0,8","0,0",nan
3692,01/02/2021,21:00,37.0,30.0,,,8.0,52.0,35.0,6.0,"999,3",2.0,"27,7",77.0,,"0,9","307,0","328,0","17,0",nan,"4,0","1008,9","27,4","89,0","0,5","0,0",nan
3693,01/02/2021,22:00,42.0,39.0,,,15.0,51.0,40.0,3.0,"999,9",2.0,"27,2",81.0,,"0,9","777,0","316,0","20,0",nan,"3,0","1009,4","26,8","94,0","0,0","0,0",nan
3694,01/02/2021,23:00,25.0,22.0,,,53.0,47.0,68.0,1.0,"1000,2",2.0,"26,8",84.0,,"0,7","777,0","87,0","16,0",nan,"1,0","1009,7","26,5","97,0","0,0","0,0",nan
3695,01/02/2021,24:00,36.0,35.0,,,130.0,37.0,125.0,2.0,"1000,0",3.0,"26,4",87.0,,"0,7","777,0","90,0","37,0",nan,"1,0","1009,5","26,2","100,0","0,0","0,0",nan
3696,02/02/2021,01:00,39.0,29.0,,,,,,2.0,"999,4",4.0,"26,4",88.0,,"0,7","339,0","351,0","8,0",nan,"1,0","1009,0","26,0","100,0","0,5","0,0",nan
3697,02/02/2021,02:00,777.0,45.0,,,39.0,33.0,50.0,2.0,"999,0",3.0,"25,8",87.0,,"0,0","777,0","64,0","24,0",nan,"1,0","1008,5","25,5","100,0","0,0","0,0",nan
3698,02/02/2021,03:00,777.0,39.0,,,77.0,34.0,80.0,2.0,"998,8",3.0,"25,4",90.0,,"0,0","11,0","4,0","24,0",nan,"1,0","1008,2","25,2","100,0","0,4","0,0",nan
3699,02/02/2021,04:00,777.0,33.0,,,75.0,35.0,79.0,2.0,"998,8",,"25,2",91.0,,"0,0","777,0","26,0","51,0",nan,"1,0","1008,0","25,1","100,0","0,0","0,0",nan
3700,02/02/2021,05:00,777.0,28.0,,,73.0,37.0,79.0,2.0,"998,8",3.0,"24,9",91.0,,"0,0","777,0","105,0","36,0",nan,"1,0","1008,0","24,9","100,0","0,0","0,0",nan
3701,02/02/2021,06:00,43.0,17.0,,,51.0,34.0,59.0,,"999,2",3.0,"24,7",92.0,,"0,7","777,0","3,0","21,0",nan,nan,"1008,4","24,5","100,0","0,0","0,0",nan
3702,02/02/2021,07:00,777.0,37.0,,,104.0,37.0,104.0,2.0,"999,9",6.0,"25,4",91.0,,"0,0","105,0","103,0","24,0",nan,"1,0","1009,1","25,0","100,0","0,5","33,0",nan
3703,02/02/2021,08:00,48.0,59.0,,,108.0,43.0,111.0,3.0,"1000,2",7.0,"28,7",77.0,,"0,7","93,0","85,0","13,0",nan,"3,0","1009,4","29,0","86,0","0,8","251,0",nan
3704,02/02/2021,09:00,32.0,22.0,,,65.0,68.0,89.0,8.0,"1000,1",11.0,"33,9",54.0,,"0,8","315,0","331,0","16,0",nan,"14,0","1009,4","34,3","55,0","0,7","553,0",nan
3705,02/02/2021,10:00,240.0,241.0,,,12.0,58.0,41.0,51.0,"1000,2",11.0,"35,6",46.0,,"1,2","134,0","150,0","33,0",nan,"66,0","1009,6","35,3","49,0","1,0","724,0",nan
3706,02/02/2021,11:00,195.0,195.0,,,0.0,22.0,12.0,114.0,"1000,0",5.0,"35,9",48.0,,"1,3","140,0","150,0","38,0",nan,"89,0","1009,5","33,8","61,0","1,3","910,0",nan
3707,02/02/2021,12:00,170.0,159.0,,,0.0,11.0,6.0,108.0,"999,8",2.0,"36,0",50.0,,"1,3","149,0","154,0","34,0",nan,"74,0","1009,5","33,6","64,0","1,6","990,0",nan
3708,02/02/2021,13:00,162.0,167.0,,,0.0,4.0,2.0,74.0,"999,8",1.0,"34,7",55.0,,"1,7","148,0","153,0","19,0",nan,"56,0","1009,5","33,3","70,0","1,8","996,0",nan
3709,02/02/2021,14:00,191.0,180.0,,,0.0,3.0,2.0,44.0,"999,8",0.0,"33,9",64.0,,"1,9","142,0","145,0","18,0",nan,"38,0","1009,4","33,0","73,0","1,8","959,0",nan
3710,02/02/2021,15:00,143.0,154.0,,,0.0,7.0,4.0,60.0,"999,5",0.0,"34,1",64.0,,"1,6","150,0","151,0","11,0",nan,"41,0","1009,1","33,4","68,0","1,5","848,0",nan
3711,02/02/2021,16:00,129.0,140.0,,,0.0,4.0,2.0,59.0,"999,2",0.0,"33,3",66.0,,"1,7","172,0","198,0","13,0",nan,"49,0","1009,0","33,6","64,0","1,2","684,0",nan
3712,02/02/2021,17:00,193.0,184.0,,,0.0,8.0,4.0,48.0,"998,8",0.0,"34,0",60.0,,"1,3","150,0","151,0","31,0",nan,"49,0","1008,6","32,2","72,0","1,6","300,0",nan
3713,02/02/2021,18:00,130.0,147.0,,,0.0,10.0,5.0,58.0,"999,3",0.0,"31,5",71.0,,"1,5","144,0","164,0","17,0",nan,"41,0","1009,1","30,6","81,0","1,2","40,0",nan
3714,02/02/2021,19:00,221.0,210.0,,,1.0,14.0,8.0,40.0,"1000,1",0.0,"30,0",77.0,,"1,2","148,0","147,0","60,0",nan,"62,0","1009,7","29,3","98,0","1,2","5,0",nan
3715,02/02/2021,20:00,209.0,203.0,,,0.0,7.0,4.0,42.0,"1000,8",0.0,"29,0",85.0,,"1,3","147,0","140,0","41,0",nan,"63,0","1010,2","28,7","100,0","1,2","0,0",nan
3716,02/02/2021,21:00,196.0,204.0,,,0.0,4.0,2.0,38.0,"1001,1",0.0,"28,6",87.0,,"0,9","158,0","164,0","28,0",nan,"63,0","1010,5","28,5","100,0","0,9","0,0",nan
3717,02/02/2021,22:00,225.0,237.0,,,0.0,5.0,3.0,28.0,"1001,6",0.0,"28,4",86.0,,"0,9","310,0","314,0","7,0",nan,"37,0","1011,0","28,2","100,0","0,7","0,0",nan
3718,02/02/2021,23:00,228.0,218.0,,,0.0,22.0,12.0,17.0,"1001,8",0.0,"28,4",85.0,,"0,9","316,0","311,0","10,0",nan,"23,0","1011,1","27,8","100,0","0,7","0,0",nan
