,Time,Working Mode,V MPPT 1(V),I MPPT 1(A),Ua(V),I AC 1(A),F AC 1(Hz),Power(W),Temperature(℃),Generation Today(kWh),Total Generation(kWh),H Total(h)
2057,10.20.2020 10:28:44,Normal,135.0,4.1,219.7,2.5,60.01,553,36.4,1.6,1051.4,2738
2058,10.20.2020 10:30:44,Normal,133.7,7.1,221.7,4.1,60.0,966,36.5,1.6,1051.4,2739
2059,10.20.2020 10:32:46,Normal,132.2,4.2,219.2,2.4,60.0,542,36.7,1.7,1051.5,2739
2060,10.20.2020 10:34:44,Normal,134.9,3.8,219.4,2.2,59.98,494,36.7,1.7,1051.5,2739
2061,10.20.2020 10:40:44,Normal,141.3,4.7,220.0,2.9,60.01,665,37.0,1.8,1051.6,2739
2062,10.20.2020 10:42:44,Normal,136.5,7.4,221.1,4.3,60.03,1004,37.4,1.8,1051.6,2739
2063,10.20.2020 10:44:44,Normal,131.7,7.6,221.3,4.3,60.0,992,37.8,1.8,1051.6,2739
2064,10.20.2020 10:46:44,Normal,133.7,7.5,221.0,4.3,59.97,988,38.2,1.9,1051.7,2739
2065,10.20.2020 10:48:44,Normal,134.2,7.4,220.5,4.3,60.0,983,38.5,1.9,1051.7,2739
2066,10.20.2020 10:50:44,Normal,132.3,7.6,220.8,4.3,60.02,994,38.7,2.0,1051.8,2739
2067,10.20.2020 10:52:44,Normal,129.8,7.8,220.6,4.3,60.0,993,39.0,2.0,1051.8,2739
2068,10.20.2020 10:56:44,Normal,128.6,7.8,220.6,4.3,60.0,985,39.7,2.1,1051.9,2739
2069,10.20.2020 11:02:44,Normal,131.2,7.6,220.2,4.3,59.97,987,40.5,2.2,1052.0,2739
2070,10.20.2020 11:04:44,Normal,130.3,7.4,220.5,4.1,59.98,953,40.7,2.2,1052.0,2739
2071,10.20.2020 11:12:44,Normal,127.8,7.9,220.3,4.3,59.97,991,41.6,2.4,1052.2,2739
2072,10.20.2020 11:18:44,Normal,127.9,4.9,220.7,2.7,59.96,623,42.1,2.5,1052.3,2739
2073,10.20.2020 11:20:45,Normal,129.4,8.1,222.5,4.5,59.99,1049,42.0,2.5,1052.3,2740
2074,10.20.2020 11:22:44,Normal,132.2,7.5,222.2,4.2,59.97,976,42.3,2.6,1052.4,2740
2075,10.20.2020 11:24:44,Normal,129.0,6.5,221.8,3.6,59.98,822,42.5,2.6,1052.4,2740
2076,10.20.2020 11:30:44,Normal,131.7,3.9,221.2,2.2,60.0,510,42.0,2.7,1052.5,2740
2077,10.20.2020 11:32:44,Normal,135.7,3.5,220.6,2.0,59.97,466,41.9,2.7,1052.5,2740
2078,10.20.2020 11:36:44,Normal,135.2,3.0,220.3,1.7,60.02,401,41.4,2.7,1052.5,2740
2079,10.20.2020 11:40:44,Normal,134.4,3.4,220.6,2.0,60.03,447,40.9,2.8,1052.6,2740
2080,10.20.2020 11:44:44,Normal,137.2,4.0,220.3,2.4,60.01,537,40.6,2.8,1052.6,2740
2081,10.20.2020 11:48:44,Normal,137.6,3.3,220.0,2.0,59.98,449,40.5,2.9,1052.7,2740
2082,10.20.2020 11:50:44,Normal,134.9,3.2,220.6,1.9,60.03,422,40.4,2.9,1052.7,2740
2083,10.20.2020 11:56:44,Normal,134.9,3.2,220.3,1.9,60.03,425,40.0,2.9,1052.7,2740
2084,10.20.2020 12:02:44,Normal,136.1,3.1,220.6,1.8,60.04,411,39.5,3.0,1052.8,2740
2085,10.20.2020 12:04:44,Normal,135.9,3.0,221.1,1.7,60.03,406,39.4,3.0,1052.8,2740
2086,10.20.2020 12:06:44,Normal,136.9,2.9,221.0,1.7,60.03,393,39.3,3.0,1052.8,2740
2087,10.20.2020 12:08:44,Normal,138.2,2.8,220.9,1.7,60.01,387,39.1,3.0,1052.8,2740
2088,10.20.2020 12:10:44,Normal,140.4,2.9,221.0,1.7,60.03,400,39.0,3.0,1052.8,2741
2089,10.20.2020 12:18:44,Normal,137.9,3.1,221.2,1.9,60.0,424,38.7,3.1,1052.9,2741
2090,10.20.2020 12:20:44,Normal,137.7,2.8,220.7,1.7,60.03,390,38.5,3.1,1052.9,2741
2091,10.20.2020 12:22:44,Normal,139.8,2.6,220.6,1.5,60.01,362,38.5,3.1,1052.9,2741
2092,10.20.2020 12:24:47,Normal,138.4,2.5,221.0,1.5,60.01,350,38.4,3.2,1053.0,2741
2093,10.20.2020 12:32:44,Normal,138.6,2.4,220.3,1.4,59.98,337,37.9,3.2,1053.0,2741
2094,10.20.2020 12:34:44,Normal,139.4,2.2,220.8,1.3,60.0,311,37.8,3.2,1053.0,2741
2095,10.20.2020 12:36:44,Normal,136.8,2.1,220.6,1.3,60.02,302,37.5,3.2,1053.0,2741
2096,10.20.2020 12:46:44,Normal,139.6,2.4,220.5,1.5,59.98,339,37.1,3.3,1053.1,2741
2097,10.20.2020 12:48:44,Normal,139.3,2.1,220.9,1.2,60.03,297,37.0,3.3,1053.1,2741
2098,10.20.2020 12:50:44,Normal,139.2,1.8,220.4,1.1,59.99,268,36.9,3.3,1053.1,2741
2099,10.20.2020 12:52:44,Normal,136.8,1.9,220.4,1.1,60.01,267,36.8,3.3,1053.1,2741
2100,10.20.2020 12:54:44,Normal,136.0,2.0,220.8,1.2,59.97,286,36.7,3.4,1053.2,2741
2101,10.20.2020 12:56:44,Normal,134.9,2.4,220.4,1.4,59.99,330,36.6,3.4,1053.2,2741
2102,10.20.2020 13:00:44,Normal,138.2,2.5,220.8,1.5,59.97,350,36.5,3.4,1053.2,2742
2103,10.20.2020 13:02:45,Normal,139.3,2.0,219.7,1.2,59.9,287,36.4,3.4,1053.2,2742
2104,10.20.2020 13:04:45,Normal,137.9,1.9,220.2,1.2,59.95,270,36.3,3.4,1053.2,2742
2105,10.20.2020 13:06:44,Normal,134.6,2.1,219.9,1.2,59.91,292,36.1,3.4,1053.2,2742
2106,10.20.2020 13:12:44,Normal,136.2,1.5,219.6,0.9,60.0,205,35.8,3.5,1053.3,2742
2107,10.20.2020 13:18:44,Normal,139.4,1.7,219.8,1.0,59.98,253,35.5,3.5,1053.3,2742
2108,10.20.2020 13:20:48,Normal,140.6,1.5,220.0,0.9,60.0,215,35.5,3.5,1053.3,2742
2109,10.20.2020 13:22:44,Normal,138.0,1.5,219.8,0.9,59.98,204,35.4,3.5,1053.3,2742
2110,10.20.2020 13:30:44,Normal,139.6,1.7,220.0,1.0,60.01,250,35.0,3.5,1053.3,2742
2111,10.20.2020 13:36:44,Normal,137.1,1.6,220.1,0.9,60.02,218,34.9,3.6,1053.4,2742
2112,10.20.2020 13:44:45,Normal,142.3,1.8,220.2,1.1,59.98,265,34.8,3.6,1053.4,2742
2113,10.20.2020 13:52:47,Normal,140.9,1.6,220.4,1.0,60.0,219,34.6,3.7,1053.5,2743
2114,10.20.2020 13:58:44,Normal,140.1,1.3,220.2,0.9,60.0,190,34.4,3.7,1053.5,2743
2115,10.20.2020 14:00:45,Normal,140.5,1.2,220.1,0.8,60.01,180,34.3,3.7,1053.5,2743
2116,10.20.2020 14:04:47,Normal,139.2,1.2,220.1,0.8,59.99,177,34.3,3.7,1053.5,2743
2117,10.20.2020 14:06:45,Normal,139.2,1.3,219.7,0.7,60.01,170,34.2,3.7,1053.5,2743
2118,10.20.2020 14:10:44,Normal,139.3,1.3,219.4,0.7,60.0,165,34.0,3.7,1053.5,2743
2119,10.20.2020 14:18:45,Normal,139.7,1.3,220.0,0.7,60.04,171,33.8,3.8,1053.6,2743
2120,10.20.2020 14:20:45,Normal,140.8,1.3,219.5,0.7,60.04,169,33.8,3.8,1053.6,2743
2121,10.20.2020 14:32:45,Normal,138.2,3.1,220.3,1.8,59.99,415,33.8,3.8,1053.6,2743
2122,10.20.2020 14:36:45,Normal,138.5,3.9,220.8,2.4,60.03,523,34.3,3.9,1053.7,2743
2123,10.20.2020 14:46:45,Normal,139.8,2.0,220.3,1.2,60.03,290,34.4,3.9,1053.7,2744
2124,10.20.2020 14:48:45,Normal,143.3,2.5,219.9,1.5,60.01,357,34.5,3.9,1053.7,2744
2125,10.20.2020 14:52:45,Normal,136.3,1.1,219.5,0.6,60.03,142,34.3,4.0,1053.8,2744
2126,10.20.2020 14:54:45,Normal,132.0,1.2,219.9,0.6,59.97,146,34.2,4.0,1053.8,2744
2127,10.20.2020 15:02:45,Normal,137.4,1.2,219.7,0.7,59.98,159,34.0,4.0,1053.8,2744
2128,10.20.2020 15:04:38,Normal,136.9,1.3,219.3,0.7,59.99,167,33.7,4.0,1053.8,2744
2129,10.20.2020 15:06:44,Normal,142.1,1.1,219.9,0.6,59.99,149,33.9,4.0,1053.8,2744
2130,10.20.2020 15:16:38,Normal,137.3,0.8,219.9,0.4,60.0,92,33.4,4.1,1053.9,2744
2131,10.20.2020 15:18:45,Normal,135.4,0.8,219.7,0.4,59.99,102,33.5,4.0,1053.8,2744
2132,10.20.2020 15:21:20,Normal,136.4,0.8,219.9,0.4,60.04,92,33.4,4.1,1053.9,2744
2133,10.20.2020 15:22:45,Normal,132.7,0.8,219.9,0.4,60.01,93,33.3,4.1,1053.9,2744
2134,10.20.2020 15:30:45,Normal,136.9,0.9,219.9,0.4,60.01,100,33.0,4.1,1053.9,2745
2135,10.20.2020 15:36:45,Normal,134.3,0.6,220.2,0.2,60.0,65,32.7,4.1,1053.9,2745
2136,10.20.2020 15:44:45,Normal,136.6,0.7,220.0,0.3,60.03,71,32.3,4.1,1053.9,2745
2137,10.20.2020 15:46:45,Normal,135.7,0.7,219.8,0.3,59.98,70,32.2,4.1,1053.9,2745
2138,10.20.2020 15:52:45,Normal,137.8,0.7,220.0,0.4,60.0,84,32.0,4.1,1053.9,2745
2139,10.20.2020 15:54:45,Normal,136.4,0.8,219.9,0.4,59.98,88,31.9,4.1,1053.9,2745
2140,10.20.2020 15:56:45,Normal,137.9,0.8,220.4,0.4,60.04,91,31.9,4.1,1053.9,2745
2141,10.20.2020 16:00:45,Normal,140.0,0.9,220.7,0.4,60.03,108,31.8,4.1,1053.9,2745
2142,10.20.2020 16:04:45,Normal,135.8,1.0,220.8,0.5,59.98,135,31.7,4.1,1053.9,2745
2143,10.20.2020 16:08:45,Normal,138.6,0.8,220.6,0.4,59.98,97,31.8,4.1,1053.9,2745
2144,10.20.2020 16:12:44,Normal,129.8,0.5,219.8,0.2,60.03,53,31.7,4.1,1053.9,2745
2145,10.20.2020 16:18:45,Normal,130.8,0.5,220.3,0.2,60.0,48,31.5,4.2,1054.0,2746
2146,10.20.2020 16:20:45,Normal,132.4,0.5,220.7,0.2,60.0,46,31.4,4.2,1054.0,2746
2147,10.20.2020 16:22:45,Normal,133.5,0.5,220.0,0.2,60.0,44,31.3,4.2,1054.0,2746
2148,10.20.2020 16:30:45,Normal,128.0,0.4,220.0,0.1,60.0,39,31.0,4.2,1054.0,2746
2149,10.20.2020 16:40:45,Normal,126.5,0.3,221.2,0.2,60.02,32,30.6,4.2,1054.0,2746
2150,10.20.2020 16:42:45,Normal,125.6,0.3,221.3,0.2,60.01,31,30.5,4.2,1054.0,2746
2151,10.20.2020 16:44:45,Normal,129.6,0.3,221.6,0.2,59.98,31,30.5,4.2,1054.0,2746
2152,10.20.2020 16:46:45,Normal,127.8,0.3,221.5,0.2,60.06,31,30.4,4.2,1054.0,2746
2153,10.20.2020 16:48:45,Normal,126.1,0.3,221.3,0.2,59.99,32,30.3,4.2,1054.0,2746
2154,10.20.2020 16:50:45,Normal,130.6,0.4,222.0,0.2,60.03,36,30.2,4.2,1054.0,2746
2155,10.20.2020 16:52:45,Normal,127.2,0.4,219.7,0.1,60.0,37,30.2,4.2,1054.0,2746
2156,10.20.2020 16:54:45,Normal,130.0,0.4,220.2,0.2,60.01,40,30.1,4.2,1054.0,2746
2157,10.20.2020 17:02:45,Normal,133.6,0.5,221.0,0.2,60.05,57,30.0,4.2,1054.0,2746
2158,10.20.2020 17:04:45,Normal,130.5,0.5,221.5,0.2,60.06,56,30.0,4.2,1054.0,2746
2159,10.20.2020 17:08:45,Normal,129.3,0.4,221.5,0.1,59.97,38,29.9,4.2,1054.0,2747
2160,10.20.2020 17:18:45,Normal,128.2,0.5,221.4,0.2,60.03,43,29.7,4.2,1054.0,2747
2161,10.20.2020 17:20:45,Normal,128.0,0.4,222.0,0.2,60.01,42,29.7,4.2,1054.0,2747
2162,10.20.2020 17:22:45,Normal,130.0,0.4,221.6,0.1,60.01,40,29.7,4.2,1054.0,2747
2163,10.20.2020 17:30:45,Normal,126.1,0.3,220.6,0.2,60.01,33,29.5,4.2,1054.0,2747
2164,10.20.2020 17:34:45,Normal,127.5,0.3,220.1,0.2,59.97,35,29.5,4.2,1054.0,2747
2165,10.20.2020 17:36:45,Normal,125.4,0.3,220.4,0.2,59.94,33,29.5,4.2,1054.0,2747
2166,10.20.2020 17:38:49,Normal,125.1,0.3,220.0,0.1,59.96,31,29.4,4.2,1054.0,2747
2167,10.20.2020 17:40:45,Normal,125.3,0.3,220.1,0.1,59.95,27,29.4,4.2,1054.0,2747
2168,10.20.2020 17:42:45,Normal,127.3,0.2,219.7,0.1,59.96,24,29.4,4.2,1054.0,2747
2169,10.20.2020 17:46:45,Normal,125.8,0.2,220.1,0.1,59.96,23,29.3,4.2,1054.0,2747
2170,10.20.2020 17:50:45,Normal,125.3,0.2,220.3,0.1,59.98,23,29.2,4.2,1054.0,2747
2171,10.20.2020 18:00:45,Normal,130.1,0.0,221.8,0.1,60.02,16,29.0,4.2,1054.0,2748
2172,10.20.2020 18:06:45,Normal,124.9,0.0,219.9,0.0,60.03,14,28.9,4.2,1054.0,2748
2173,10.20.2020 18:08:45,Normal,126.0,0.0,219.5,0.0,60.0,13,28.9,4.2,1054.0,2748
2174,10.20.2020 18:10:45,Normal,125.7,0.0,219.4,0.0,59.97,13,28.9,4.2,1054.0,2748
2175,10.21.2020 05:41:14,Wait,137.8,0.0,219.7,0.0,60.0,0,23.9,0.0,1054.0,2748
2176,10.21.2020 05:43:14,Wait,142.0,0.0,219.8,0.0,59.98,0,24.0,0.0,1054.0,2748
2177,10.21.2020 05:45:14,Wait,143.7,0.0,219.8,0.0,60.03,0,24.1,0.0,1054.0,2748
2178,10.21.2020 05:47:14,Wait,144.2,0.0,219.7,0.0,59.98,0,24.1,0.0,1054.0,2748
2179,10.21.2020 05:49:14,Wait,144.8,0.0,219.9,0.0,59.99,0,24.1,0.0,1054.0,2748
2180,10.21.2020 05:51:14,Wait,146.0,0.0,220.1,0.0,60.02,0,24.2,0.0,1054.0,2748
2181,10.21.2020 05:53:17,Wait,147.7,0.0,219.9,0.0,60.01,0,24.2,0.0,1054.0,2748
2182,10.21.2020 06:01:14,Wait,150.4,0.0,219.6,0.0,59.97,0,24.3,0.0,1054.0,2748
2183,10.21.2020 06:05:14,Wait,151.3,0.0,219.8,0.0,59.98,0,24.3,0.0,1054.0,2748
2184,10.21.2020 06:11:14,Wait,153.0,0.0,219.5,0.0,59.99,0,24.4,0.0,1054.0,2748
2185,10.21.2020 06:13:14,Wait,154.1,0.0,219.9,0.0,59.98,0,24.4,0.0,1054.0,2748
2186,10.21.2020 06:19:14,Normal,133.1,0.5,220.3,0.2,59.99,46,24.5,0.0,1054.0,2748
2187,10.21.2020 06:21:14,Normal,131.5,0.5,219.8,0.2,59.99,46,24.6,0.0,1054.0,2748
2188,10.21.2020 06:23:19,Normal,136.4,0.5,219.7,0.2,60.01,48,24.7,0.0,1054.0,2748
2189,10.21.2020 06:25:14,Normal,134.3,0.5,220.0,0.2,60.02,53,24.9,0.0,1054.0,2748
2190,10.21.2020 06:29:14,Normal,135.3,0.6,220.3,0.2,60.01,59,25.1,0.0,1054.0,2748
2191,10.21.2020 06:33:14,Normal,130.9,0.5,219.3,0.2,60.03,56,25.3,0.0,1054.0,2749
2192,10.21.2020 06:47:14,Normal,138.1,0.7,219.8,0.3,60.01,79,26.1,0.1,1054.1,2749
2193,10.21.2020 06:53:16,Normal,143.0,0.7,220.1,0.3,60.01,85,26.4,0.1,1054.1,2749
2194,10.21.2020 06:55:18,Normal,137.2,0.7,220.3,0.4,60.0,83,26.5,0.1,1054.1,2749
2195,10.21.2020 06:59:15,Normal,137.7,0.7,219.2,0.4,60.0,84,26.8,0.1,1054.1,2749
2196,10.21.2020 07:11:14,Normal,139.4,0.7,218.6,0.3,59.94,74,27.3,0.1,1054.1,2749
2197,10.21.2020 07:13:15,Normal,135.8,0.7,218.9,0.3,59.96,77,27.3,0.1,1054.1,2749
2198,10.21.2020 07:19:15,Normal,129.2,0.5,219.5,0.2,60.04,50,27.5,0.1,1054.1,2749
2199,10.21.2020 07:21:15,Normal,130.7,0.5,219.2,0.2,60.04,46,27.5,0.1,1054.1,2750
2200,10.21.2020 07:23:15,Normal,130.6,0.5,218.9,0.1,60.03,43,27.5,0.1,1054.1,2750
2201,10.21.2020 07:31:15,Normal,126.4,0.4,218.5,0.1,59.99,39,27.6,0.1,1054.1,2750
2202,10.21.2020 07:47:15,Normal,132.4,0.4,217.0,0.2,60.0,38,27.6,0.1,1054.1,2750
2203,10.21.2020 07:53:15,Normal,128.1,0.4,216.9,0.1,60.0,37,27.6,0.1,1054.1,2750
2204,10.21.2020 07:55:15,Normal,132.3,0.5,216.7,0.2,60.0,43,27.6,0.1,1054.1,2750
2205,10.21.2020 07:57:15,Normal,131.6,0.5,217.3,0.2,60.0,55,27.6,0.1,1054.1,2750
2206,10.21.2020 08:03:15,Normal,141.2,0.9,216.7,0.4,59.98,103,27.7,0.2,1054.2,2750
2207,10.21.2020 08:05:15,Normal,142.8,0.9,218.0,0.4,59.97,107,27.8,0.2,1054.2,2750
2208,10.21.2020 08:07:15,Normal,138.1,0.9,218.4,0.4,59.95,105,27.9,0.2,1054.2,2750
2209,10.21.2020 08:09:15,Normal,139.8,0.9,217.3,0.4,59.91,99,28.0,0.2,1054.2,2751
2210,10.21.2020 08:11:15,Normal,140.3,0.9,218.0,0.4,59.94,105,28.0,0.2,1054.2,2751
2211,10.21.2020 08:19:15,Normal,142.3,1.3,217.7,0.7,59.93,165,28.3,0.2,1054.2,2751
2212,10.21.2020 08:21:15,Normal,143.5,1.3,217.7,0.7,59.94,171,28.5,0.2,1054.2,2751
2213,10.21.2020 08:23:16,Normal,139.0,1.3,218.2,0.8,59.95,178,28.6,0.2,1054.2,2751
2214,10.21.2020 08:31:15,Normal,139.0,1.2,217.5,0.7,60.0,159,28.9,0.2,1054.2,2751
2215,10.21.2020 08:33:15,Normal,137.2,1.3,217.5,0.7,60.01,162,29.1,0.2,1054.2,2751
2216,10.21.2020 08:41:15,Normal,143.1,1.6,217.0,1.0,60.03,243,29.5,0.3,1054.3,2751
2217,10.21.2020 08:45:15,Normal,142.6,1.6,218.8,1.0,59.98,241,29.8,0.3,1054.3,2751
2218,10.21.2020 08:47:15,Normal,142.5,1.7,219.2,1.0,60.0,247,29.8,0.3,1054.3,2751
2219,10.21.2020 08:49:15,Normal,140.1,1.6,218.5,1.0,59.96,217,29.9,0.3,1054.3,2751
2220,10.21.2020 08:51:15,Normal,140.9,1.5,218.8,0.9,60.01,203,30.0,0.3,1054.3,2751
2221,10.21.2020 08:53:15,Normal,142.6,1.3,218.9,0.9,60.0,192,30.1,0.3,1054.3,2751
2222,10.21.2020 08:55:15,Normal,141.8,1.3,217.7,0.9,60.01,185,30.1,0.3,1054.3,2751
2223,10.21.2020 08:57:15,Normal,139.5,1.3,218.3,0.7,60.01,171,30.2,0.3,1054.3,2751
2224,10.21.2020 09:01:15,Normal,137.3,1.0,217.9,0.5,60.01,135,30.3,0.4,1054.4,2752
2225,10.21.2020 09:03:15,Normal,138.6,0.9,217.0,0.5,59.99,116,30.3,0.4,1054.4,2752
2226,10.21.2020 09:07:15,Normal,131.8,0.8,217.3,0.3,59.96,83,30.2,0.4,1054.4,2752
2227,10.21.2020 09:09:15,Normal,134.0,0.8,216.6,0.4,59.98,88,30.1,0.4,1054.4,2752
2228,10.21.2020 09:19:15,Normal,143.7,1.9,216.7,1.2,59.98,280,30.4,0.4,1054.4,2752
2229,10.21.2020 09:21:15,Normal,141.8,2.1,217.1,1.3,59.98,298,30.5,0.4,1054.4,2752
2230,10.21.2020 09:23:15,Normal,138.9,2.2,217.1,1.4,59.95,309,30.6,0.4,1054.4,2752
2231,10.21.2020 09:29:15,Normal,141.8,2.9,219.8,1.8,60.0,404,31.1,0.5,1054.5,2752
2232,10.21.2020 09:33:15,Normal,136.9,1.3,218.2,0.7,59.98,179,31.2,0.5,1054.5,2752
2233,10.21.2020 09:35:15,Normal,141.6,1.2,218.1,0.7,59.97,157,31.2,0.5,1054.5,2752
2234,10.21.2020 09:37:15,Normal,135.1,1.3,217.9,0.7,59.96,162,31.0,0.5,1054.5,2752
2235,10.21.2020 09:41:15,Normal,142.9,1.3,218.1,0.9,60.0,191,31.1,0.5,1054.5,2752
2236,10.21.2020 09:43:15,Normal,139.0,1.6,218.0,1.0,59.98,214,31.1,0.5,1054.5,2752
2237,10.21.2020 09:49:15,Normal,139.3,2.3,218.8,1.4,59.94,330,31.4,0.6,1054.6,2753
2238,10.21.2020 09:51:15,Normal,145.2,2.6,218.4,1.6,59.95,371,31.4,0.6,1054.6,2753
2239,10.21.2020 10:01:15,Normal,139.1,3.0,218.8,1.9,60.01,411,31.9,0.7,1054.7,2753
2240,10.21.2020 10:05:15,Normal,139.1,2.5,218.3,1.5,60.01,356,32.1,0.7,1054.7,2753
2241,10.21.2020 10:07:15,Normal,141.3,2.2,218.1,1.4,60.0,319,32.1,0.7,1054.7,2753
2242,10.21.2020 10:19:16,Normal,137.0,2.9,219.2,1.7,59.94,389,32.4,0.8,1054.8,2753
2243,10.21.2020 10:21:16,Normal,138.0,3.2,218.8,1.9,59.95,433,32.5,0.8,1054.8,2753
2244,10.21.2020 10:23:15,Normal,140.6,2.9,219.1,1.8,59.98,407,32.6,0.8,1054.8,2753
2245,10.21.2020 10:25:15,Normal,139.3,2.3,219.2,1.4,59.98,325,32.6,0.8,1054.8,2753
2246,10.21.2020 10:27:16,Normal,138.6,2.1,218.0,1.3,59.94,294,32.6,0.8,1054.8,2753
2247,10.21.2020 10:29:16,Normal,137.0,2.4,218.6,1.4,59.99,336,32.6,0.8,1054.8,2753
2248,10.21.2020 10:31:20,Normal,138.8,2.5,218.7,1.5,59.97,348,32.7,0.9,1054.9,2753
2249,10.21.2020 10:35:15,Normal,135.4,2.1,218.9,1.2,59.94,291,32.7,0.9,1054.9,2753
2250,10.21.2020 10:37:15,Normal,140.1,2.2,218.3,1.4,59.95,316,32.7,0.9,1054.9,2753
2251,10.21.2020 10:39:15,Normal,142.2,2.2,218.3,1.4,59.95,320,32.7,0.9,1054.9,2754
2252,10.21.2020 10:43:15,Normal,137.6,2.2,218.4,1.3,59.95,313,32.8,0.9,1054.9,2754
2253,10.21.2020 10:45:15,Normal,141.8,2.4,218.6,1.5,60.0,343,32.8,1.0,1055.0,2754
2254,10.21.2020 10:47:15,Normal,143.2,2.5,219.0,1.6,60.02,365,32.9,1.0,1055.0,2754
2255,10.21.2020 10:57:15,Normal,141.5,3.0,218.7,1.9,60.03,416,33.1,1.0,1055.0,2754
2256,10.21.2020 11:03:15,Normal,139.1,3.4,219.3,2.0,59.99,459,33.4,1.1,1055.1,2754
2257,10.21.2020 11:11:15,Normal,141.9,3.8,219.0,2.4,59.98,525,33.7,1.2,1055.2,2754
2258,10.21.2020 11:19:19,Normal,135.4,3.9,219.1,2.4,60.02,525,34.2,1.3,1055.3,2754
2259,10.21.2020 11:21:20,Normal,137.9,3.9,218.4,2.4,59.99,532,34.3,1.3,1055.3,2754
2260,10.21.2020 11:23:15,Normal,138.2,3.5,218.6,2.0,60.0,467,34.4,1.3,1055.3,2754
2261,10.21.2020 11:31:15,Normal,140.3,3.6,218.6,2.2,60.0,492,34.5,1.4,1055.4,2755
2262,10.21.2020 11:33:15,Normal,133.4,4.0,218.9,2.4,60.04,524,34.6,1.4,1055.4,2755
2263,10.21.2020 11:39:16,Normal,140.0,3.3,218.2,2.0,60.0,451,34.8,1.4,1055.4,2755
2264,10.21.2020 11:49:15,Normal,137.6,2.0,217.8,1.2,60.01,283,34.5,1.5,1055.5,2755
2265,10.21.2020 12:09:15,Normal,137.3,1.2,217.7,0.6,60.01,151,33.6,1.6,1055.6,2755
2266,10.21.2020 12:11:16,Normal,138.1,1.0,218.1,0.5,60.02,140,33.6,1.6,1055.6,2755
2267,10.21.2020 12:19:16,Normal,139.0,1.0,218.2,0.5,60.04,122,33.2,1.6,1055.6,2756
2268,10.21.2020 12:21:16,Normal,135.8,1.0,218.1,0.5,60.0,132,33.1,1.6,1055.6,2756
2269,10.21.2020 12:23:16,Normal,143.8,1.1,218.6,0.6,60.0,138,33.0,1.6,1055.6,2756
2270,10.21.2020 12:31:16,Normal,140.5,1.1,218.1,0.6,60.0,148,32.7,1.7,1055.7,2756
2271,10.21.2020 12:39:16,Normal,140.3,0.8,218.3,0.4,60.0,96,32.2,1.7,1055.7,2756
2272,10.21.2020 12:43:15,Normal,140.0,0.7,217.9,0.3,59.98,86,32.1,1.7,1055.7,2756
2273,10.21.2020 12:53:15,Normal,134.1,1.0,218.5,0.5,60.04,133,31.7,1.7,1055.7,2756
2274,10.21.2020 12:55:16,Normal,140.4,1.3,218.7,0.7,60.01,167,31.6,1.7,1055.7,2756
2275,10.21.2020 12:57:17,Normal,146.1,1.4,218.8,0.9,60.0,204,31.6,1.7,1055.7,2756
2276,10.21.2020 13:01:16,Normal,144.6,1.7,218.9,1.1,60.0,262,31.7,1.8,1055.8,2756
2277,10.21.2020 13:03:16,Normal,140.1,1.9,218.8,1.2,59.96,279,31.7,1.8,1055.8,2756
2278,10.21.2020 13:05:16,Normal,139.1,2.3,218.1,1.4,59.94,319,31.8,1.8,1055.8,2756
2279,10.21.2020 13:07:16,Normal,147.8,2.4,219.3,1.5,59.91,356,31.9,1.8,1055.8,2757
2280,10.21.2020 13:09:16,Normal,142.2,2.1,218.4,1.3,59.92,311,32.0,1.8,1055.8,2757
2281,10.21.2020 13:11:16,Normal,142.7,2.1,218.8,1.3,59.94,297,32.0,1.8,1055.8,2757
2282,10.21.2020 13:19:19,Normal,143.6,3.1,218.4,2.0,59.98,440,32.3,1.9,1055.9,2757
2283,10.21.2020 13:21:16,Normal,140.8,2.8,218.9,1.7,59.95,387,32.4,1.9,1055.9,2757
2284,10.21.2020 13:23:16,Normal,143.4,2.5,218.3,1.5,59.96,354,32.4,1.9,1055.9,2757
2285,10.21.2020 13:31:16,Normal,138.4,1.8,217.5,1.1,60.04,260,32.4,1.9,1055.9,2757
2286,10.21.2020 13:33:16,Normal,140.5,1.6,218.2,1.0,60.03,242,32.4,2.0,1056.0,2757
2287,10.21.2020 13:41:16,Normal,137.4,1.5,218.6,0.9,59.95,205,32.3,2.0,1056.0,2757
2288,10.21.2020 13:43:16,Normal,145.5,1.6,218.7,1.0,59.99,245,32.3,2.0,1056.0,2757
2289,10.21.2020 13:53:16,Normal,130.3,3.0,219.3,1.7,59.98,384,32.5,2.1,1056.1,2757
2290,10.21.2020 13:55:16,Normal,139.3,7.7,222.3,4.6,60.0,1063,32.8,2.1,1056.1,2757
2291,10.21.2020 13:57:16,Normal,137.4,3.8,220.3,2.2,59.97,499,33.2,2.1,1056.1,2758
2292,10.21.2020 14:03:16,Normal,139.8,3.0,218.9,1.8,60.04,415,33.4,2.2,1056.2,2758
2293,10.21.2020 14:05:16,Normal,126.6,4.4,220.3,2.5,60.06,541,33.5,2.2,1056.2,2758
2294,10.21.2020 14:07:16,Normal,138.3,2.8,219.4,1.7,60.02,382,33.6,2.2,1056.2,2758
2295,10.21.2020 14:09:16,Normal,138.1,2.1,218.6,1.3,60.01,303,33.6,2.2,1056.2,2758
